model,year,mileage,tax,mpg,engineSize,price
 I10,2019,1824,145,49.6,1,9290
 I10,2019,2811,150,49.6,1,9290
 I10,2019,7000,145,60.1,1,9295
 I10,2019,2000,145,49.6,1,9295
 I10,2019,2000,145,49.6,1,9295
 I10,2019,2000,145,49.6,1,9295
 I10,2019,2000,145,49.6,1,9295
 I10,2019,1497,145,49.6,1,9298
 I10,2019,3682,145,57.6,1.2,9325
 I10,2019,3215,145,49.6,1,9380
 I10,2019,2000,145,60.1,1,9390
 I10,2019,10292,145,57.6,1.2,9470
 I10,2019,10,145,49.6,1,9491
 I10,2019,10,145,49.6,1,9491
 I10,2019,250,145,49.6,1,9491
 I10,2019,1500,145,49.6,1,9491
 I10,2019,3000,145,49.6,1,9491
 I10,2019,3000,145,49.6,1,9491
 I10,2019,3200,145,49.6,1,9491
 I10,2019,3500,145,49.6,1,9491
 I10,2019,3500,145,49.6,1,9491
 I10,2019,3500,145,49.6,1,9491
 I10,2019,4000,145,49.6,1,9491
 I10,2019,4000,145,49.6,1,9491
 I10,2019,4000,145,49.6,1,9491
 I10,2019,4000,145,49.6,1,9491
 I10,2019,10,145,49.6,1,9495
 I10,2019,443,145,49.6,1,9495
 I10,2019,1586,145,49.6,1,9495
 I10,2019,3500,145,49.6,1,9495
 I10,2019,4000,145,49.6,1,9495
 I10,2019,1000,145,49.6,1,9500
 I10,2019,50,145,60.1,1,9575
 I10,2019,15314,145,57.6,1.2,9690
 I10,2019,1580,145,49.6,1,9750
 I10,2019,17401,145,57.6,1.2,9770
 I10,2019,691,145,49.6,1,9800
 I10,2019,11782,145,57.6,1.2,9970
 I10,2019,11938,145,57.6,1.2,9970
 I10,2019,16709,145,57.6,1.2,9970
 I10,2019,5223,150,57.6,1.2,9985
 I10,2019,5223,145,57.6,1.2,9985
 I10,2019,10,145,49.6,1,9989
 I10,2019,50,145,49.6,1,9989
 I10,2019,25,145,49.6,1,9990
 I10,2019,2938,145,49.6,1,9990
 I10,2019,5607,145,57.6,1.2,9995
 I10,2019,10000,145,57.6,1.2,9995
 I10,2019,100,145,49.6,1,9995
 I10,2019,100,145,49.6,1,9995
 I10,2019,450,145,49.6,1,9995
 I10,2019,450,145,49.6,1,9995
 I10,2019,4587,145,49.6,1,9995
 I10,2019,4587,145,49.6,1,9995
 I10,2019,642,145,49.6,1,10169
 I10,2019,5,145,49.6,1,10220
 I10,2019,100,145,49.6,1,10220
 I10,2019,100,145,49.6,1,10220
 I10,2019,10,145,60.1,1,10269
 I10,2019,50,145,49.6,1,10290
 I10,2019,50,145,49.6,1,10290
 I10,2019,198,145,49.6,1,10290
 I10,2019,4587,145,49.6,1,10295
 I10,2019,4687,145,49.6,1,10295
 I10,2019,8639,145,57.6,1.2,10470
 I10,2019,3052,145,60.1,1,10490
 I10,2019,25,145,49.6,1,10490
 I10,2019,100,145,49.6,1,10490
 I10,2019,1101,145,49.6,1,10490
 I10,2019,2328,145,49.6,1,10490
 I10,2019,50,145,49.6,1,10790
 I10,2019,50,145,49.6,1,10790
 I10,2019,50,145,49.6,1,10890
 I10,2019,100,145,49.6,1,10890
 I10,2019,1000,145,60.1,1,10995
 I10,2019,3000,150,57.6,1.2,10995
 I10,2019,500,145,60.1,1,11495
 I10,2019,6000,145,60.1,1,12995
 I10,2020,2000,145,60.1,1,8990
 I10,2020,2255,145,49.6,1,10795
 I10,2020,101,145,56.5,1,11490
 I10,2020,101,145,56.5,1,11491
 I10,2020,4000,145,56.5,1,11495
 I10,2020,101,145,56.5,1,11670
 I10,2020,23,145,56.5,1,11795
 I10,2020,85,145,56.5,1,11795
 I10,2020,295,145,56.5,1,11795
 I10,2020,1000,145,56.5,1,11895
 I10,2020,793,145,56.5,1,11980
 I10,2020,2000,145,56.5,1,11990
 I10,2020,3213,145,56.5,1,11990
 I10,2020,610,145,56.5,1,11995
 I10,2020,484,150,55.4,1.2,12000
 I10,2020,1958,150,56.5,1,12190
 I10,2020,2,145,56.5,1,12394
 I10,2020,1136,150,56.5,1,12490
 I10,2020,500,145,56.5,1,12495
 I10,2020,1900,145,56.5,1,12495
 I10,2020,2100,145,56.5,1,12495
 I10,2020,500,145,53.3,1,12495
 I10,2020,4000,145,51.4,1.2,12495
 I10,2020,371,150,56.5,1,12500
 I10,2020,5000,145,56.5,1,12750
 I10,2020,822,145,53.3,1,12795
 I10,2020,539,145,55.4,1.2,12980
 I10,2020,2000,145,53.3,1,12990
 I10,2020,921,145,55.4,1.2,12995
 I10,2020,3000,150,53.3,1,12995
 I10,2020,4550,145,51.4,1.2,12995
 I10,2020,500,145,53.3,1,13000
 I10,2020,1458,150,53.3,1,13290
 I10,2020,1530,145,53.3,1,13294
 I10,2020,3600,150,53.3,1,13366
 I10,2020,3000,150,56.5,1,13495
 I10,2020,697,145,55.4,1.2,13495
 I10,2020,1600,145,53.3,1,13495
 I10,2020,1000,145,51.4,1.2,13495
 I10,2020,1000,150,53.3,1,13500
 I10,2020,545,145,51.4,1.2,13595
 I10,2020,340,145,56.5,1,13995
 I10,2020,3000,145,56.5,1,13995
 I10,2020,1500,145,53.3,1,13995
 I10,2020,2458,145,53.3,1,14000
 I10,2020,100,145,51.4,1.2,14485
 I10,2020,771,145,53.3,1,14490
 I10,2020,1000,145,53.3,1,14995
 I20,2010,78100,125,54.3,1.2,1995
 I20,2010,64000,115,54.3,1.2,3095
 I20,2010,60179,150,50.4,1.4,3499
 I20,2010,35000,125,54.3,1.2,3695
 I20,2010,49000,145,50.4,1.4,3795
 I20,2010,60000,125,54.3,1.2,3995
 I20,2012,39000,30,57.6,1.2,4995
 I20,2013,97500,30,57.6,1.2,2995
 I20,2013,45461,30,57.6,1.2,3998
 I20,2013,67689,125,52.3,1.4,4121
 I20,2013,68000,30,57.6,1.2,4250
 I20,2013,33000,30,57.6,1.2,4495
 I20,2013,43621,30,57.6,1.2,4599
 I20,2013,55894,30,57.6,1.2,4783
 I20,2013,47602,30,57.6,1.2,4950
 I20,2013,28448,30,57.6,1.2,4995
 I20,2013,30460,30,57.6,1.2,4995
 I20,2013,41232,30,57.6,1.2,4995
 I20,2013,24003,125,54.3,1.4,5400
 I20,2013,30252,30,57.6,1.2,5495
 I20,2013,30252,30,57.6,1.2,5495
 I20,2013,19729,30,57.6,1.2,5790
 I20,2014,72506,30,57.6,1.2,4495
 I20,2014,44509,30,57.6,1.2,4498
 I20,2014,49854,30,57.6,1.2,4498
 I20,2014,46598,30,57.6,1.2,4950
 I20,2014,41500,30,57.6,1.2,4980
 I20,2014,63100,30,57.6,1.2,4990
 I20,2014,42545,30,57.6,1.2,4993
 I20,2014,30750,30,57.6,1.2,4995
 I20,2014,43444,30,57.6,1.2,4998
 I20,2014,48701,30,57.6,1.2,4999
 I20,2014,40000,30,57.6,1.2,5195
 I20,2014,33508,30,57.6,1.2,5495
 I20,2014,36818,30,57.6,1.2,5498
 I20,2014,22614,30,57.6,1.2,5499
 I20,2014,31946,30,57.6,1.2,5500
 I20,2014,36642,30,57.6,1.2,5570
 I20,2014,33013,30,57.6,1.2,5770
 I20,2014,30950,30,57.6,1.2,5895
 I20,2014,30950,30,57.6,1.2,5895
 I20,2014,43911,30,57.6,1.2,5950
 I20,2014,19150,30,57.6,1.2,5990
 I20,2014,24394,30,57.6,1.2,5990
 I20,2014,29872,30,57.6,1.2,5990
 I20,2014,22084,30,57.6,1.2,5995
 I20,2014,48879,30,57.6,1.2,5995
 I20,2014,17641,30,57.6,1.2,5998
 I20,2014,22998,30,57.6,1.2,6000
 I20,2014,16059,30,57.6,1.2,6199
 I20,2014,16059,30,57.6,1.2,6199
 I20,2014,13000,30,57.6,1.2,6390
 I20,2014,12378,30,57.6,1.2,6745
 I20,2014,18495,30,57.6,1.2,6799
 I20,2015,56471,30,58.9,1.2,5495
 I20,2015,61219,30,55.4,1.2,5995
 I20,2015,41823,30,55.4,1.2,6498
 I20,2015,48072,30,55.4,1.2,6499
 I20,2015,40700,30,55.4,1.2,6500
 I20,2015,47900,30,55.4,1.2,6500
 I20,2015,37360,30,55.4,1.2,6610
 I20,2015,29861,30,55.4,1.2,6650
 I20,2015,43795,125,51.4,1.4,6698
 I20,2015,48458,30,55.4,1.2,6790
 I20,2015,39547,30,55.4,1.2,6799
 I20,2015,26413,30,55.4,1.2,6900
 I20,2015,37000,30,55.4,1.2,6900
 I20,2015,33925,125,51.4,1.4,6995
 I20,2015,27130,30,55.4,1.2,7000
 I20,2015,24586,30,55.4,1.2,7290
 I20,2015,40000,125,51.4,1.4,7295
 I20,2015,35921,30,55.4,1.2,7298
 I20,2015,28300,125,51.4,1.4,7390
 I20,2015,23656,30,55.4,1.2,7398
 I20,2015,26846,125,51.4,1.4,7433
 I20,2015,26061,30,55.4,1.2,7446
 I20,2015,44226,30,55.4,1.2,7650
 I20,2015,23001,30,55.4,1.2,7798
 I20,2015,19900,125,51.4,1.4,7799
 I20,2015,41590,125,51.4,1.4,7890
 I20,2015,6413,30,55.4,1.2,7995
 I20,2015,16533,30,55.4,1.2,7995
 I20,2015,19800,30,55.4,1.2,7995
 I20,2015,19935,30,55.4,1.2,7995
 I20,2015,29658,30,55.4,1.2,7995
 I20,2015,50000,30,55.4,1.2,7999
 I20,2015,28000,30,55.4,1.2,8000
 I20,2015,27823,125,51.4,1.4,8290
 I20,2015,11468,125,51.4,1.4,8995
 I20,2016,37899,30,55.4,1.2,6398
 I20,2016,45770,20,60.1,1.2,6400
 I20,2016,45770,20,60.1,1.2,6400
 I20,2016,53609,30,55.4,1.2,6549
 I20,2016,54325,30,55.4,1.2,6795
 I20,2016,37027,30,56.5,1.2,6890
 I20,2016,44007,30,55.4,1.2,6890
 I20,2016,47282,30,55.4,1.2,6899
 I20,2016,31163,30,55.4,1.2,6980
 I20,2016,34599,30,55.4,1.2,6980
 I20,2016,19947,30,55.4,1.2,6990
 I20,2016,41577,30,58.9,1.2,6995
 I20,2016,41607,30,58.9,1.2,6995
 I20,2016,43241,30,58.9,1.2,6999
 I20,2016,26543,30,55.4,1.2,7175
 I20,2016,35335,30,56.5,1.2,7190
 I20,2016,32182,30,58.9,1.2,7250
 I20,2016,27458,30,56.5,1.2,7290
 I20,2016,17784,30,55.4,1.2,7290
 I20,2016,22307,30,56.5,1.2,7297
 I20,2016,34826,30,58.9,1.2,7300
 I20,2016,47257,0,65.7,1,7340
 I20,2016,19230,30,55.4,1.2,7398
 I20,2016,51552,30,56.5,1.2,7489
 I20,2016,34000,30,55.4,1.2,7490
 I20,2016,17454,30,56.5,1.2,7495
 I20,2016,34720,30,55.4,1.2,7495
 I20,2016,15701,30,55.4,1.2,7498
 I20,2016,8000,20,60.1,1.2,7500
 I20,2016,30165,30,55.4,1.2,7551
 I20,2016,24377,30,55.4,1.2,7691
 I20,2016,27918,0,65.7,1,7698
 I20,2016,27497,30,55.4,1.2,7750
 I20,2016,27780,30,55.4,1.2,7750
 I20,2016,20934,30,56.5,1.2,7760
 I20,2016,32442,20,58.9,1,7810
 I20,2016,33322,20,62.8,1,7821
 I20,2016,34690,30,58.9,1.2,7849
 I20,2016,29981,30,58.9,1.2,7900
 I20,2016,22431,30,55.4,1.2,7900
 I20,2016,10916,30,56.5,1.2,7970
 I20,2016,11,30,55.4,1.2,7970
 I20,2016,30562,20,62.8,1,7989
 I20,2016,19427,30,55.4,1.2,7990
 I20,2016,22654,30,55.4,1.2,7990
 I20,2016,64074,20,62.8,1,7995
 I20,2016,23500,20,58.9,1,7995
 I20,2016,23500,20,58.9,1,7995
 I20,2016,42754,20,58.9,1,7995
 I20,2016,17124,30,58.9,1.2,7995
 I20,2016,24500,30,58.9,1.2,7995
 I20,2016,18777,30,55.4,1.2,7995
 I20,2016,32158,20,58.9,1,7997
 I20,2016,17740,0,65.7,1,8000
 I20,2016,19398,30,58.9,1.2,8000
 I20,2016,11869,30,56.5,1.2,8000
 I20,2016,19578,30,55.4,1.2,8111
 I20,2016,19578,30,55.4,1.2,8111
 I20,2016,23916,20,62.8,1,8250
 I20,2016,12680,30,55.4,1.2,8290
 I20,2016,13643,20,62.8,1,8298
 I20,2016,17499,30,55.4,1.2,8298
 I20,2016,14646,30,58.9,1.2,8300
 I20,2016,28387,30,56.5,1.2,8350
 I20,2016,10618,30,55.4,1.2,8399
 I20,2016,21017,20,62.8,1,8491
 I20,2016,27000,30,58.9,1.2,8495
 I20,2016,16750,30,55.4,1.2,8499
 I20,2016,29750,20,58.9,1,8500
 I20,2016,29750,20,58.9,1,8500
 I20,2016,19456,20,62.8,1,8695
 I20,2016,8598,30,55.4,1.2,8795
 I20,2016,25344,20,58.9,1,8796
 I20,2016,16923,20,62.8,1,8979
 I20,2016,12335,30,56.5,1.2,8995
 I20,2016,14000,20,62.8,1,9000
 I20,2016,28106,30,56.5,1.2,9295
 I20,2016,16228,20,62.8,1,9299
 I20,2016,16812,30,58.9,1,9395
 I20,2016,15053,30,55.4,1.2,9450
 I20,2016,17206,30,58.9,1,9498
 I20,2016,15085,30,58.9,1,9560
 I20,2016,20219,30,58.9,1,9590
 I20,2016,16263,30,55.4,1.2,9999
 I20,2016,21010,125,51.4,1.4,10000
 I20,2017,35937,30,58.9,1.2,7010
 I20,2017,37500,30,58.9,1.2,7180
 I20,2017,35832,145,55.4,1.2,7291
 I20,2017,32500,145,58.9,1.2,7350
 I20,2017,30505,30,55.4,1.2,7395
 I20,2017,39628,145,58.9,1.2,7459
 I20,2017,21043,30,58.9,1.2,7485
 I20,2017,35937,30,58.9,1.2,7490
 I20,2017,21189,145,55.4,1.2,7490
 I20,2017,17421,145,55.4,1.2,7497
 I20,2017,16035,145,55.4,1.2,7499
 I20,2017,35513,145,55.4,1.2,7499
 I20,2017,36602,145,55.4,1.2,7499
 I20,2017,29804,30,58.9,1.2,7599
 I20,2017,32113,145,55.4,1.2,7599
 I20,2017,32562,145,55.4,1.2,7599
 I20,2017,17772,150,55.4,1.2,7749
 I20,2017,29018,30,55.4,1.2,7775
 I20,2017,37505,145,58.9,1.2,7795
 I20,2017,14814,150,55.4,1.2,7798
 I20,2017,20000,30,55.4,1.2,7799
 I20,2017,30314,145,58.9,1.2,7870
 I20,2017,2515,145,55.4,1.2,7890
 I20,2017,31225,145,58.9,1.2,7899
 I20,2017,23921,145,58.9,1.2,7900
 I20,2017,25103,145,58.9,1.2,7989
 I20,2017,19952,150,58.9,1.2,7990
 I20,2017,49081,20,62.8,1,7995
 I20,2017,2812,30,58.9,1.2,7995
 I20,2017,20305,30,58.9,1.2,7995
 I20,2017,21807,150,58.9,1.2,7995
 I20,2017,24714,150,58.9,1.2,7995
 I20,2017,34945,30,58.9,1.2,7995
 I20,2017,34945,30,58.9,1.2,7995
 I20,2017,35934,145,58.9,1.2,7998
 I20,2017,19583,30,55.4,1.2,7998
 I20,2017,21451,145,55.4,1.2,7998
 I20,2017,28502,145,55.4,1.2,7998
 I20,2017,44120,150,62.8,1,7999
 I20,2017,17307,145,58.9,1.2,7999
 I20,2017,32582,30,58.9,1.2,7999
 I20,2017,37532,145,58.9,1.2,7999
 I20,2017,24286,150,58.9,1.2,8000
 I20,2017,24533,145,58.9,1.2,8000
 I20,2017,31538,145,58.9,1.2,8000
 I20,2017,46297,150,55.4,1.2,8099
 I20,2017,14225,145,58.9,1.2,8260
 I20,2017,24496,145,65.7,1,8290
 I20,2017,15733,30,58.9,1.2,8291
 I20,2017,17772,145,58.9,1.2,8291
 I20,2017,17839,145,58.9,1.2,8291
 I20,2017,38498,20,62.8,1,8292
 I20,2017,22781,150,55.4,1.2,8295
 I20,2017,18047,30,55.4,1.2,8298
 I20,2017,20816,150,58.9,1.2,8350
 I20,2017,21200,150,58.9,1.2,8350
 I20,2017,10402,145,58.9,1.2,8480
 I20,2017,17630,20,62.8,1,8495
 I20,2017,16416,150,58.9,1.2,8495
 I20,2017,27409,30,58.9,1.2,8495
 I20,2017,19685,145,58.9,1.2,8498
 I20,2017,12588,145,55.4,1.2,8498
 I20,2017,21166,20,62.8,1,8500
 I20,2017,19000,150,58.9,1.2,8500
 I20,2017,18281,30,55.4,1.2,8500
 I20,2017,19366,150,55.4,1.2,8500
 I20,2017,18600,145,58.9,1.2,8591
 I20,2017,9392,30,58.9,1.2,8598
 I20,2017,12814,145,58.9,1.2,8691
 I20,2017,9000,30,58.9,1.2,8695
 I20,2017,13480,145,58.9,1.2,8698
 I20,2017,10670,145,58.9,1.2,8795
 I20,2017,20259,20,62.8,1,8891
 I20,2017,19302,145,62.8,1,8980
 I20,2017,9207,145,55.4,1.2,8982
 I20,2017,14923,145,62.8,1,8990
 I20,2017,18440,150,62.8,1,8990
 I20,2017,13600,30,55.4,1.2,8990
 I20,2017,23434,145,55.4,1.2,8990
 I20,2017,5000,145,65.7,1,8995
 I20,2017,5937,145,62.8,1,8995
 I20,2017,12245,20,62.8,1,8995
 I20,2017,19229,145,62.8,1,8995
 I20,2017,35500,145,62.8,1,8995
 I20,2017,18916,145,58.9,1.2,8995
 I20,2017,27921,150,55.4,1.2,8995
 I20,2017,16900,145,55.4,1.2,8998
 I20,2017,25165,145,65.7,1,8999
 I20,2017,17007,145,65.7,1,9000
 I20,2017,22851,145,55.4,1.2,9080
 I20,2017,6346,150,58.9,1.2,9121
 I20,2017,20888,150,58.9,1,9190
 I20,2017,4528,150,58.9,1.2,9210
 I20,2017,13582,145,62.8,1,9295
 I20,2017,23000,145,58.9,1.2,9295
 I20,2017,6299,145,58.9,1.2,9299
 I20,2017,17864,145,55.4,1.2,9370
 I20,2017,1862,150,55.4,1.2,9490
 I20,2017,8474,145,58.9,1.2,9499
 I20,2017,17717,145,55.4,1.2,9721
 I20,2017,16700,150,58.9,1,9750
 I20,2017,20677,145,58.9,1,9990
 I20,2017,9903,30,55.4,1.2,9990
 I20,2017,16012,30,55.4,1.2,9990
 I20,2017,24042,30,55.4,1.2,9990
 I20,2017,16069,145,61.4,1,9991
 I20,2017,15500,20,62.8,1,9995
 I20,2017,23372,20,62.8,1,9995
 I20,2017,17452,145,58.9,1,9995
 I20,2017,9812,145,62.8,1,10395
 I20,2018,32743,145,58.9,1.2,7899
 I20,2018,28050,150,58.9,1.2,8000
 I20,2018,31852,145,58.9,1.2,8296
 I20,2018,21199,145,58.9,1.2,8463
 I20,2018,18575,150,58.9,1.2,8500
 I20,2018,28998,145,55.4,1.2,8500
 I20,2018,29516,145,55.4,1.2,8500
 I20,2018,17472,145,55.4,1.2,8600
 I20,2018,9888,145,55.4,1.2,8645
 I20,2018,25000,150,55.4,1.2,8681
 I20,2018,16764,150,58.9,1.2,8895
 I20,2018,10248,145,58.9,1.2,8970
 I20,2018,12185,145,55.4,1.2,8980
 I20,2018,22875,145,58.9,1.2,8995
 I20,2018,16899,150,58.9,1.2,9285
 I20,2018,17940,145,46.3,1.2,9299
 I20,2018,12100,145,46.3,1.2,9445
 I20,2018,13951,145,46.3,1.2,9488
 I20,2018,4222,145,46.3,1.2,9490
 I20,2018,11010,145,58.9,1.2,9494
 I20,2018,15958,145,58.9,1.2,9499
 I20,2018,18000,150,62.8,1,9500
 I20,2018,6824,145,58.9,1.2,9689
 I20,2018,9070,145,46.3,1.2,9690
 I20,2018,5000,145,46.3,1.2,9695
 I20,2018,3600,145,65.7,1,9699
 I20,2018,7182,145,46.3,1.2,9770
 I20,2018,6669,145,46.3,1.2,9870
 I20,2018,5000,145,46.3,1.2,9895
 I20,2018,18961,150,58.9,1,9985
 I20,2018,22964,145,46.3,1.2,9989
 I20,2018,8804,145,58.9,1.2,9991
 I20,2018,11254,150,46.3,1.2,9995
 I20,2018,20165,145,46.3,1.2,9995
 I20,2018,13546,145,46.3,1.2,9998
 I20,2018,12271,145,58.9,1.2,9999
 I20,2018,10000,145,46.3,1.2,9999
 I20,2018,13976,150,58.9,1.2,10000
 I20,2018,11629,145,55.4,1.2,10000
 I20,2018,25516,150,46.3,1.2,10000
 I20,2018,22000,145,58.9,1,10195
 I20,2018,19997,145,46.3,1.2,10249
 I20,2018,17624,145,65.7,1,10250
 I20,2018,11895,150,46.3,1.2,10295
 I20,2018,4200,145,46.3,1.2,10399
 I20,2018,10348,150,46.3,1.2,10491
 I20,2018,5657,145,46.3,1.2,10495
 I20,2018,23607,145,62.8,1,10499
 I20,2018,10960,145,46.3,1.2,10595
 I20,2018,16777,150,55.4,1.2,10985
 I20,2018,8701,150,47.9,1,10990
 I20,2018,5000,145,58.9,1.2,10995
 I20,2018,4256,145,55.4,1.2,11000
 I20,2018,4309,150,55.4,1.2,11000
 I20,2018,5921,145,47.9,1,11030
 I20,2018,4856,150,47.9,1,11390
 I20,2018,3792,145,46.3,1.2,11795
 I20,2018,4650,145,56.5,1,11995
 I20,2019,7372,150,46.3,1.2,9000
 I20,2019,15216,145,46.3,1.2,9295
 I20,2019,10758,145,46.3,1.2,9485
 I20,2019,11703,145,46.3,1.2,9485
 I20,2019,6243,145,46.3,1.2,9699
 I20,2019,10926,145,46.3,1.2,9699
 I20,2019,14051,145,46.3,1.2,9699
 I20,2019,16295,145,46.3,1.2,9699
 I20,2019,17084,145,46.3,1.2,9699
 I20,2019,17516,145,46.3,1.2,9699
 I20,2019,12884,150,46.3,1.2,9750
 I20,2019,6979,145,46.3,1.2,9795
 I20,2019,12545,145,46.3,1.2,9890
 I20,2019,14925,145,46.3,1.2,9890
 I20,2019,15344,150,46.3,1.2,9962
 I20,2019,15251,150,46.3,1.2,9990
 I20,2019,14188,145,46.3,1.2,10000
 I20,2019,9748,145,46.3,1.2,10200
 I20,2019,14600,145,46.3,1.2,10395
 I20,2019,11166,145,46.3,1.2,10485
 I20,2019,13484,145,46.3,1.2,10485
 I20,2019,13879,145,46.3,1.2,10485
 I20,2019,12603,145,46.3,1.2,10495
 I20,2019,10458,145,46.3,1.2,10500
 I20,2019,14568,150,46.3,1.2,10500
 I20,2019,3417,150,46.3,1.2,10590
 I20,2019,8195,150,46.3,1.2,10590
 I20,2019,7015,150,46.3,1.2,10699
 I20,2019,10668,145,46.3,1.2,10699
 I20,2019,5000,145,46.3,1.2,10795
 I20,2019,8114,150,46.3,1.2,10871
 I20,2019,3054,145,46.3,1.2,10889
 I20,2019,2884,145,47.9,1,10970
 I20,2019,3826,145,47.9,1,10970
 I20,2019,4491,145,47.9,1,10970
 I20,2019,7811,145,46.3,1.2,10970
 I20,2019,11435,150,46.3,1.2,10990
 I20,2019,16530,145,46.3,1.2,10995
 I20,2019,12120,150,46.3,1.2,11000
 I20,2019,10876,150,46.3,1.2,11149
 I20,2019,5215,150,46.3,1.2,11240
 I20,2019,3686,150,46.3,1.2,11340
 I20,2019,3279,145,46.3,1.2,11430
 I20,2019,5000,145,47.9,1,11450
 I20,2019,6305,150,47.9,1,11470
 I20,2019,2128,145,47.9,1,11480
 I20,2019,10686,145,46.3,1.2,11489
 I20,2019,4565,150,46.3,1.2,11490
 I20,2019,5000,145,47.9,1,11495
 I20,2019,4000,145,46.3,1.2,11495
 I20,2019,4264,145,47.9,1,11499
 I20,2019,3609,145,46.3,1.2,11499
 I20,2019,2928,145,47.9,1,11670
 I20,2019,3084,150,47.9,1,11680
 I20,2019,5430,145,46.3,1.2,11741
 I20,2019,1485,145,47.9,1,11780
 I20,2019,7097,145,46.3,1.2,11790
 I20,2019,5409,150,46.3,1.2,11795
 I20,2019,3011,145,46.3,1.2,11799
 I20,2019,1583,145,46.3,1.2,11891
 I20,2019,1027,145,46.3,1.2,11990
 I20,2019,3300,145,46.3,1.2,11995
 I20,2019,7061,145,46.3,1.2,12000
 I20,2019,11435,145,46.3,1.2,12050
 I20,2019,2946,145,46.3,1.2,12090
 I20,2019,6245,145,47.9,1,12395
 I20,2019,1594,145,46.3,1.2,12450
 I20,2019,4500,145,46.3,1.2,12466
 I20,2019,3111,145,47.9,1,12480
 I20,2019,310,145,46.3,1.2,12490
 I20,2019,10,145,46.3,1.2,12495
 I20,2019,14,145,46.3,1.2,12495
 I20,2019,500,145,46.3,1.2,12495
 I20,2019,5000,145,46.3,1.2,12495
 I20,2019,1023,145,46.3,1.2,12498
 I20,2019,5000,145,46.3,1.2,12795
 I20,2019,3000,145,46.3,1.2,13290
 I20,2019,1600,145,47.9,1,13654
 I20,2019,1000,145,46.3,1.2,13995
 I20,2019,5000,145,47.9,1,14195
 I20,2019,2439,145,46.3,1,14990
 I20,2020,1958,150,46.3,1.2,11990
 I20,2020,2310,145,46.3,1.2,11995
 I20,2020,1420,145,46.3,1.2,12299
 I20,2020,101,145,46.3,1.2,12770
 I20,2020,644,145,46.3,1.2,12795
 I20,2020,1298,145,46.3,1.2,12980
 I20,2020,2500,145,46.3,1.2,12990
 I20,2020,2637,145,46.3,1.2,12991
 I20,2020,3000,145,46.3,1.2,12995
 I20,2020,6000,150,46.3,1.2,13749
 I20,2020,3500,145,47.9,1,13966
 I20,2020,1974,145,47.9,1,13995
 I20,2020,6000,150,47.9,1,13999
 I20,2020,1,145,46.3,1.2,14400
 I20,2020,100,145,46.3,1.2,14485
 I20,2020,400,145,46.3,1.2,16998
 I30,2010,82000,160,46.3,1.4,2895
 I30,2010,44670,150,46.3,1.4,3495
 I30,2010,80000,160,46.3,1.4,3495
 I30,2011,62000,205,43.5,1.6,4195
 I30,2012,52548,150,47.1,1.4,4980
 I30,2012,61300,150,47.1,1.4,5495
 I30,2013,71271,145,47.1,1.4,4995
 I30,2013,67762,160,46.3,1.4,5295
 I30,2013,73856,160,46,1.4,5450
 I30,2013,64149,145,47.1,1.4,5498
 I30,2013,65563,150,47.1,1.4,5500
 I30,2013,40029,145,47.1,1.4,5989
 I30,2013,42786,145,47.1,1.4,5995
 I30,2013,59382,160,46,1.4,5995
 I30,2013,62227,165,46,1.4,5998
 I30,2013,47246,145,47.1,1.4,6000
 I30,2014,47210,150,47.1,1.4,5999
 I30,2014,42579,145,47.1,1.4,6504
 I30,2014,45449,145,47.1,1.4,6750
 I30,2014,42332,150,47.1,1.4,6798
 I30,2014,39260,160,44.1,1.6,6800
 I30,2014,34500,160,46.3,1.4,6995
 I30,2014,45616,165,46,1.4,7100
 I30,2015,45640,145,47.1,1.4,6844
 I30,2015,36000,145,47.1,1.4,6950
 I30,2015,50122,150,47.1,1.4,6995
 I30,2015,30010,150,47.1,1.4,6998
 I30,2015,37890,150,47.1,1.4,7489
 I30,2015,42764,150,48.7,1.4,7495
 I30,2015,38884,150,48.7,1.4,7498
 I30,2015,40184,145,48.7,1.4,7498
 I30,2015,50746,145,48.7,1.4,7698
 I30,2015,36312,145,48.7,1.4,7798
 I30,2015,24042,145,47.1,1.4,7830
 I30,2015,47588,145,48.7,1.4,7991
 I30,2015,30796,150,48.7,1.4,7998
 I30,2015,25399,145,47.1,1.4,7998
 I30,2015,37750,145,47.1,1.4,8000
 I30,2015,24904,145,48.7,1.4,8340
 I30,2015,15318,145,47.1,1.4,8350
 I30,2015,28737,145,48.7,1.4,8490
 I30,2015,20662,145,48.7,1.4,8498
 I30,2015,21701,150,48.7,1.4,8798
 I30,2015,22653,145,48.7,1.4,8991
 I30,2015,16412,145,48.7,1.4,8998
 I30,2015,16998,150,48.7,1.4,9000
 I30,2015,25788,235,38.7,1.6,9600
 I30,2016,52413,145,48.7,1.4,6990
 I30,2016,73053,125,50.4,1.4,6998
 I30,2016,28290,145,48.7,1.4,7995
 I30,2016,29465,125,50.4,1.4,7998
 I30,2016,26199,145,48.7,1.4,8417
 I30,2016,20251,125,50.4,1.4,8498
 I30,2016,41955,150,48.7,1.4,8500
 I30,2016,30279,145,48.7,1.4,8660
 I30,2016,32572,145,48.7,1.4,8698
 I30,2016,33503,145,48.7,1.4,8798
 I30,2016,21444,150,48.7,1.4,8800
 I30,2016,17350,145,48.7,1.4,8900
 I30,2016,26225,150,48.7,1.4,8998
 I30,2016,5156,145,48.7,1.4,9298
